word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,VERB,X
binary,6,0,2,0,0,0,1,0,0,0
code,0,0,0,0,0,0,53,0,13,0
world,0,0,0,0,0,0,10,0,0,0
secret,32,0,0,0,0,0,7,0,0,0
message,0,0,0,0,0,0,82,0,0,0
breaker,0,0,0,0,0,0,5,0,0,0
like,4,6,0,0,0,0,0,0,0,0
high,11,0,0,0,0,0,0,0,0,0
tech,0,0,0,0,0,0,1,0,0,0
espionage,0,0,0,0,0,0,1,0,0,0
thriller,0,0,0,0,0,0,1,0,0,0
fascination,0,0,0,0,0,0,1,0,0,0
cryptology,0,0,0,0,0,0,44,0,0,0
method,0,0,0,0,0,0,23,0,0,0
novel,1,0,0,0,0,0,1,0,0,0
inspire,0,0,0,0,0,0,0,0,1,0
real,3,0,0,0,0,0,0,0,0,0
practice,0,0,0,0,0,0,6,0,0,0
time,0,0,0,0,0,0,27,0,0,0
help,0,0,0,0,0,0,2,0,5,0
change,0,0,0,0,0,0,4,0,13,0
history,0,0,0,0,0,0,21,0,0,0
continue,0,0,0,0,0,0,0,0,11,0
adapt,0,0,0,0,0,0,0,0,2,0
cutting,1,0,0,0,0,0,0,0,0,0
edge,0,0,0,0,0,0,1,0,0,0
technology,0,0,0,0,0,0,6,0,0,0
science,0,0,0,0,0,0,8,0,0,0
extent,0,0,0,0,0,0,3,0,0,0
art,0,0,0,0,0,0,6,0,0,0
root,0,0,0,0,0,0,3,0,0,0
ancient,4,0,0,0,0,0,1,0,0,0
book,0,0,0,0,0,0,17,0,0,0
let,0,0,0,0,0,0,0,0,1,0
cryptography,0,0,0,0,0,0,62,0,0,0
breaking,0,0,0,0,0,0,2,0,0,0
include,0,0,0,0,0,0,0,0,13,0
colourful,2,0,0,0,0,0,0,0,0,0
extremely,0,0,2,0,0,0,0,0,0,0
intricate,1,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,0,9,0,1,0
cryptographic,13,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,79,0,0,0
level,0,0,0,0,0,0,9,0,0,0
puzzle,0,0,0,0,0,0,1,0,0,0
solving,0,0,0,0,0,0,1,0,0,0
require,0,0,0,0,0,0,0,0,14,0
break,0,0,0,0,0,0,0,0,13,0
process,0,0,0,0,0,0,11,0,4,0
side,0,0,0,0,0,0,2,0,0,0
cat,0,0,0,0,0,0,2,0,0,0
mouse,0,0,0,0,0,0,3,0,0,0
game,0,0,0,0,0,0,7,0,0,0
try,0,0,0,0,0,0,0,0,9,0
devise,0,0,0,0,0,0,0,0,19,0
impenetrable,1,0,0,0,0,0,0,0,0,0
crack,0,0,0,0,0,0,0,0,6,0
give,0,0,0,0,0,0,0,0,17,0
long,8,0,6,0,0,0,0,0,0,0
appropriate,2,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,0,30,0,0,0
come,0,0,0,0,0,0,0,0,9,0
literally,0,0,2,0,0,0,0,0,0,0
mean,0,0,0,0,0,0,6,0,6,0
hidden,1,0,0,0,0,0,0,0,0,0
writing,0,0,0,0,0,0,2,0,0,0
conceal,0,0,0,0,0,0,0,0,13,0
plain,2,0,0,0,0,0,0,0,0,0
sight,0,0,0,0,0,0,1,0,0,0
cryptanalysis,0,0,0,0,0,0,37,0,0,0
represent,0,0,0,0,0,0,0,0,6,0
decipher,0,0,0,0,0,0,0,0,7,0
forge,0,0,0,0,0,0,0,0,3,0
write,0,0,0,0,0,0,0,0,14,0
broad,1,0,0,0,0,0,0,0,0,0
description,0,0,0,0,0,0,3,0,0,0
overall,3,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,8,0,0,0
encompass,0,0,0,0,0,0,0,0,3,0
talk,0,0,0,0,0,0,1,0,0,0
evoke,0,0,0,0,0,0,0,0,1,0
image,0,0,0,0,0,0,1,0,0,0
spy,0,0,0,0,0,0,3,0,0,0
international,4,0,0,0,0,0,0,0,0,0
diplomacy,0,0,0,0,0,0,2,0,0,0
play,0,0,0,0,0,0,1,0,4,0
traditional,1,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,6,0,0,0
realm,0,0,0,0,0,0,2,0,0,0
electronic,23,0,0,0,0,0,0,0,0,0
commerce,0,0,0,0,0,0,13,0,0,0
central,5,0,0,0,0,0,0,0,0,0
mundane,1,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,17,0,4,0
business,0,0,0,0,0,0,9,0,0,0
day,0,0,0,0,0,0,9,0,0,0
allow,0,0,0,0,0,0,0,0,4,0
million,0,0,0,0,0,0,4,1,0,0
financial,5,0,0,0,0,0,0,0,0,0
transaction,0,0,0,0,0,0,19,0,0,0
place,0,0,0,0,0,0,5,0,0,0
safety,0,0,0,0,0,0,1,0,0,0
ease,0,0,0,0,0,0,2,0,0,0
fundamentally,0,0,1,0,0,0,0,0,0,0
base,0,0,0,0,0,0,0,0,18,0
key,2,0,0,0,0,0,253,0,1,0
formula,0,0,0,0,0,0,5,0,0,0
convert,0,0,0,0,0,0,0,0,3,0
original,15,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,58,0
plaintext,1,0,0,0,0,0,84,0,0,0
cipher,0,0,0,0,0,0,242,0,0,0
secretly,0,0,4,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,10,0
conversion,0,0,0,0,0,0,2,0,0,0
encryption,0,0,0,0,0,0,65,0,0,0
reverse,4,0,0,0,0,0,1,0,0,0
decryption,0,0,0,0,0,0,27,0,0,0
use,0,0,0,0,0,0,20,0,17,0
information,0,0,0,0,0,0,81,0,0,0
simple,27,0,0,0,0,0,0,0,0,0
technique,0,0,0,0,0,0,11,0,0,0
complex,16,0,0,0,0,0,0,0,0,0
hard,11,0,1,0,0,0,0,0,0,0
modern,13,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,4,0
basic,9,0,0,0,0,0,0,0,0,0
principle,0,0,0,0,0,0,18,0,0,0
create,0,0,0,0,0,0,0,0,8,0
increasingly,0,0,3,0,0,0,0,0,0,0
elaborate,3,0,0,0,0,0,0,0,0,0
efficiently,0,0,1,0,0,0,0,0,0,0
automate,0,0,0,0,0,0,0,0,3,0
securely,0,0,4,0,0,0,0,0,0,0
encode,0,0,0,0,0,0,0,0,10,0
essential,7,0,0,0,0,0,1,0,0,0
century,0,0,0,0,0,0,18,0,0,0
credit,0,0,0,0,0,0,10,0,0,0
debit,0,0,0,0,0,0,1,0,0,0
card,0,0,0,0,0,0,24,0,0,0
money,0,0,0,0,0,0,3,0,0,0
transfer,0,0,0,0,0,0,4,0,1,0
rely,0,0,0,0,0,0,0,0,4,0
addition,0,0,0,0,0,0,5,0,0,0
safeguard,0,0,0,0,0,0,0,0,4,0
belong,0,0,0,0,0,0,0,0,1,0
consumer,0,0,0,0,0,0,3,0,0,0
merchant,0,0,0,0,0,0,8,0,0,0
institution,0,0,0,0,0,0,2,0,0,0
element,0,0,0,0,0,0,11,0,0,0
necessary,6,0,0,0,0,0,0,0,0,0
authentication,0,0,0,0,0,0,17,0,0,0
party,0,0,0,0,0,0,6,0,0,0
meet,0,0,0,0,0,0,0,0,5,0
face,0,0,0,0,0,0,2,0,4,0
encrypt,0,0,0,0,0,0,0,0,51,0
vital,3,0,0,0,0,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,2,0
claim,0,0,0,0,0,0,2,0,4,0
unfortunately,0,0,2,0,0,0,0,0,0,0
sophisticated,2,0,0,0,0,0,0,0,0,0
necessity,0,0,0,0,0,0,2,0,0,0
theft,0,0,0,0,0,0,6,0,0,0
unauthorised,3,0,0,0,0,0,0,0,0,0
sensitive,2,0,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,7,0
right,6,0,2,0,0,0,1,0,0,0
illegal,1,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,0,9,0,0,0
cyber,1,0,0,0,0,0,0,0,0,0
crime,0,0,0,0,0,0,1,0,0,0
identity,0,0,0,0,0,0,16,0,0,0
decade,0,0,0,0,0,0,7,0,0,0
fraud,0,0,0,0,0,0,1,0,0,0
affect,0,0,0,0,0,0,0,0,3,0
people,0,0,0,0,0,0,8,0,0,0
result,0,0,0,0,0,0,15,0,20,0
loss,0,0,0,0,0,0,4,0,0,0
billion,0,0,0,0,0,0,1,1,0,0
dollar,0,0,0,0,0,0,1,0,0,0
evolve,0,0,0,0,0,0,0,0,2,0
security,0,0,0,0,0,0,25,0,0,0
challenge,0,0,0,0,0,0,6,0,0,0
look,0,0,0,0,0,0,1,0,6,0
origin,0,0,0,0,0,0,2,0,0,0
provide,0,0,0,0,0,0,0,0,21,0
insight,0,0,0,0,0,0,2,0,0,0
building,0,0,0,0,0,0,2,0,0,0
block,0,0,0,0,0,0,19,0,0,0
today,0,0,0,0,0,0,8,0,0,0
examine,0,0,0,0,0,0,0,0,3,0
historical,2,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,0,11,0,0,0
major,4,0,0,0,0,0,0,0,1,0
transposition,0,0,0,0,0,0,30,0,0,0
substitution,0,0,0,0,0,0,47,0,0,0
scramble,0,0,0,0,0,0,0,0,4,0
sequence,0,0,0,0,0,0,24,0,0,0
component,0,0,0,0,0,0,5,0,0,0
replace,0,0,0,0,0,0,0,0,13,0
different,17,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,0,68,0,0,0
number,0,0,0,0,0,0,63,0,0,0
symbol,0,0,0,0,0,0,52,0,0,0
maintain,0,0,0,0,0,0,0,0,1,0
agree,0,0,0,0,0,0,0,0,6,0
keyword,0,0,0,0,0,0,1,0,0,0
signal,0,0,0,0,0,0,4,0,1,0
rearrangement,0,0,0,0,0,0,2,0,0,0
text,0,0,0,0,0,0,15,0,0,0
popular,4,0,0,0,0,0,0,0,0,0
early,12,0,3,0,0,0,0,0,0,0
form,0,0,0,0,0,0,15,0,6,0
entail,0,0,0,0,0,0,0,0,1,0
layer,0,0,0,0,0,0,0,0,4,0
way,0,0,0,0,0,0,23,0,0,0
depict,0,0,0,0,0,0,0,0,1,0
story,0,0,0,0,0,0,3,0,0,0
film,0,0,0,0,0,0,1,0,0,0
substitute,0,0,0,0,0,0,0,0,2,0
alphabet,0,0,0,0,0,0,12,0,0,0
accordingly,0,0,2,0,0,0,0,0,0,0
drawback,0,0,0,0,0,0,1,0,0,0
present,4,0,0,0,0,0,0,0,1,0
recognisable,1,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,13,0,0,0
character,0,0,0,0,0,0,13,0,0,0
appear,0,0,0,0,0,0,0,0,6,0
accord,0,0,0,0,0,0,0,0,6,0
language,0,0,0,0,0,0,3,0,0,0
obscure,0,0,0,0,0,0,0,0,1,0
variation,0,0,0,0,0,0,2,0,0,0
develop,0,0,0,0,0,0,0,0,8,0
multiple,8,0,0,0,0,0,2,0,0,0
correlate,0,0,0,0,0,0,0,0,1,0
closely,0,0,1,0,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,0,3,0
decoding,0,0,0,0,0,0,1,0,0,0
complexity,0,0,0,0,0,0,10,0,0,0
set,0,0,0,0,0,0,4,0,6,0
rule,0,0,0,0,0,0,7,0,0,0
significant,4,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,0,46,0,0,0
historically,0,0,2,0,0,0,0,0,0,0
effort,0,0,0,0,0,0,8,0,0,0
product,0,0,0,0,0,0,22,0,0,0
employ,0,0,0,0,0,0,0,0,19,0
combination,0,0,0,0,0,0,4,0,0,0
new,16,0,0,0,0,0,0,0,0,0
cryptologist,0,0,0,0,0,0,4,0,0,0
think,0,0,0,0,0,0,0,0,7,0
unbreakable,4,0,0,0,0,0,0,0,0,0
resourceful,1,0,0,0,0,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,7,0
wrong,0,0,1,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,3,0,0,0
adversarial,1,0,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,17,0,0,0
wartime,0,0,0,0,0,0,1,0,0,0
criminal,1,0,0,0,0,0,5,0,0,0
activity,0,0,0,0,0,0,1,0,0,0
dramatic,2,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,0,2,0,0,0
heart,0,0,0,0,0,0,1,0,0,0
decode,0,0,0,0,0,0,0,0,7,0
critical,4,0,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,0,4,0,4,0
distribute,0,0,0,0,0,0,0,0,7,0
protect,0,0,0,0,0,0,0,0,12,0
military,9,0,0,0,0,0,1,0,0,0
operation,0,0,0,0,0,0,22,0,0,0
disseminate,0,0,0,0,0,0,0,0,3,0
apply,0,0,0,0,0,0,0,0,12,0
application,0,0,0,0,0,0,9,0,0,0
problem,0,0,0,0,0,0,17,0,0,0
sheer,2,0,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,0,5,0,6,0
pair,0,0,0,0,0,0,24,0,0,0
unique,4,0,0,0,0,0,0,0,0,0
important,10,0,0,0,0,0,0,0,0,0
creation,0,0,0,0,0,0,2,0,0,0
user,0,0,0,0,0,0,37,0,0,0
sharing,0,0,0,0,0,0,6,0,0,0
participate,0,0,0,0,0,0,0,0,2,0
procedure,0,0,0,0,0,0,3,0,0,0
issue,0,0,0,0,0,0,2,0,5,0
verify,0,0,0,0,0,0,0,0,6,0
person,0,0,0,0,0,0,4,0,0,0
beginning,0,0,0,0,0,0,8,0,0,0
communicate,0,0,0,0,0,0,0,0,10,0
authenticate,0,0,0,0,0,0,0,0,7,0
sender,0,0,0,0,0,0,2,0,0,0
recipient,0,0,0,0,0,0,3,0,0,0
government,0,0,0,0,0,0,13,0,0,0
circle,0,0,0,0,0,0,2,0,0,0
digit,0,0,0,0,0,0,11,0,0,0
add,0,0,0,0,0,0,0,0,2,0
wrinkle,0,0,0,0,0,0,1,0,0,0
stream,0,0,0,0,0,0,15,0,1,0
section,0,0,0,0,0,0,10,0,0,0
rest,0,0,0,0,0,0,2,0,0,0
interpret,0,0,0,0,0,0,0,0,2,0
perfectly,0,0,1,0,0,0,0,0,0,0
synchronise,0,0,0,0,0,0,0,0,1,0
simply,0,0,12,0,0,0,0,0,0,0
love,0,0,0,0,0,0,1,0,0,0
mathematical,8,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,11,0
stride,0,0,0,0,0,0,2,0,0,0
interpretation,0,0,0,0,0,0,3,0,0,0
forgery,0,0,0,0,0,0,1,0,0,0
largely,0,0,2,0,0,0,0,0,0,0
question,0,0,0,0,0,0,3,0,0,0
scientifically,0,0,1,0,0,0,0,0,0,0
flash,0,0,0,0,0,0,2,0,0,0
inspiration,0,0,0,0,0,0,2,0,0,0
quantitative,1,0,0,0,0,0,0,0,0,0
analysis,0,0,0,0,0,0,5,0,0,0
computing,0,0,0,0,0,0,10,0,0,0
power,0,0,0,0,0,0,8,0,1,0
discern,0,0,0,0,0,0,0,0,1,0
passage,0,0,0,0,0,0,3,0,0,0
emerge,0,0,0,0,0,0,0,0,1,0
describe,0,0,0,0,0,0,0,0,13,0
variety,0,0,0,0,0,0,1,0,0,0
approach,0,0,0,0,0,0,8,0,3,0
general,7,0,0,0,0,0,0,0,0,0
able,7,0,0,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,0,5,0
order,0,0,0,0,0,0,15,0,1,0
figure,0,0,0,0,0,0,5,0,1,0
portion,0,0,0,0,0,0,1,0,0,0
cryptanalyst,0,0,0,0,0,0,33,0,0,0
guess,0,0,0,0,0,0,0,0,4,0
context,0,0,0,0,0,0,1,0,0,0
computer,0,0,0,0,0,0,34,0,0,0
vast,2,0,0,0,0,0,0,0,0,0
possible,14,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,0,4,0,0,0
characteristic,0,0,0,0,0,0,1,0,0,0
truth,0,0,0,0,0,0,1,0,0,0
war,0,0,0,0,0,0,16,0,0,0
pursue,0,0,0,0,0,0,0,0,2,0
intently,0,0,1,0,0,0,0,0,0,0
intelligence,0,0,0,0,0,0,3,0,0,0
agency,0,0,0,0,0,0,2,0,0,0
recur,0,0,0,0,0,0,0,0,1,0
theme,0,0,0,0,0,0,1,0,0,0
define,0,0,0,0,0,0,0,0,10,0
distinct,2,0,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,7,0,0,0
phase,0,0,0,0,0,0,7,0,0,0
construct,0,0,0,0,0,0,0,0,6,0
manually,0,0,4,0,0,0,0,0,0,0
manual,7,0,0,0,0,0,3,0,0,0
implement,0,0,0,0,0,0,0,0,10,0
little,3,0,2,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,3,1,0,0
point,0,0,0,0,0,0,8,0,2,0
mechanised,2,0,0,0,0,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,9,0
start,0,0,0,0,0,0,1,0,6,0
calculate,0,0,0,0,0,0,0,0,5,0
machine,0,0,0,0,0,0,64,0,0,0
progress,0,0,0,0,0,0,1,0,1,0
rotor,0,0,0,0,0,0,43,0,0,0
participant,0,0,0,0,0,0,15,0,0,0
decrypt,0,0,0,0,0,0,0,0,29,0
fast,0,0,2,0,0,0,0,0,0,0
chance,0,0,0,0,0,0,4,0,0,0
error,0,0,0,0,0,0,4,0,0,0
late,3,0,0,0,0,0,0,0,0,0
switch,0,0,0,0,0,0,4,0,0,0
advanced,1,0,0,0,0,0,0,0,0,0
trillion,0,0,0,0,0,0,2,0,0,0
bit,0,0,0,0,0,0,56,0,0,0
matter,0,0,1,0,0,0,3,0,0,0
second,6,0,1,0,0,0,10,0,0,1
involve,0,0,0,0,0,0,0,0,14,0
massive,1,0,0,0,0,0,0,0,0,0
deployment,0,0,0,0,0,0,1,0,0,0
vastly,0,0,1,0,0,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,3,0
range,0,0,0,0,0,0,2,0,0,0
age,0,0,0,0,0,0,4,0,1,0
illustrate,0,0,0,0,0,0,0,0,10,0
ongoing,1,0,0,0,0,0,0,0,0,0
civilisation,0,0,0,0,0,0,1,0,0,0
spartan,1,0,0,0,0,0,0,0,0,0
commander,0,0,0,0,0,0,2,0,0,0
bce,0,0,0,0,0,0,6,0,0,0
dawn,0,0,0,0,0,0,1,0,0,0
increase,0,0,0,0,0,0,0,0,10,0
fascinating,1,0,0,0,0,0,0,0,0,0
date,0,0,0,0,0,0,1,0,3,0
hundred,0,0,0,0,0,0,2,0,0,0
remain,0,0,0,0,0,0,0,0,10,0
medieval,2,0,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,6,0
conceptual,1,0,0,0,0,0,0,0,0,0
foundation,0,0,0,0,0,0,1,0,0,0
mystify,0,0,0,0,0,0,0,0,1,0
enormous,3,0,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,3,0
bear,0,0,0,0,0,0,0,0,7,0
fence,0,0,0,0,0,0,4,0,0,0
similar,7,0,0,0,0,0,0,0,0,0
degree,0,0,0,0,0,0,1,0,0,0
muscle,0,0,0,0,0,0,1,0,0,0
shape,0,0,0,0,0,0,0,0,1,0
evolution,0,0,0,0,0,0,1,0,0,0
shortly,0,0,2,0,0,0,0,0,0,0
version,0,0,0,0,0,0,4,0,0,0
mechanical,7,0,0,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,1,0
periodically,0,0,1,0,0,0,0,0,0,0
potential,1,0,0,0,0,0,1,0,0,0
radically,0,0,1,0,0,0,0,0,0,0
realise,0,0,0,0,0,0,0,0,1,0
slowly,0,0,1,0,0,0,0,0,0,0
fact,0,0,0,0,0,0,13,0,0,0
simultaneously,0,0,1,0,0,0,0,0,0,0
fully,0,0,2,0,0,0,0,0,0,0
advantage,0,0,0,0,0,0,4,0,0,0
adoption,0,0,0,0,0,0,2,0,0,0
standard,5,0,0,0,0,0,15,0,0,0
round,0,0,0,0,0,0,3,0,0,0
construction,0,0,0,0,0,0,1,0,0,0
advance,0,0,0,0,0,0,8,0,5,0
speed,0,0,0,0,0,0,5,0,0,0
analyse,0,0,0,0,0,0,0,0,1,0
apparent,2,0,0,0,0,0,0,0,0,0
vulnerable,3,0,0,0,0,0,0,0,0,0
approve,0,0,0,0,0,0,0,0,4,0
take,0,0,0,0,0,0,0,0,3,0
hardware,0,0,0,0,0,0,3,0,0,0
software,0,0,0,0,0,0,3,0,0,0
formulate,0,0,0,0,0,0,0,0,1,0
design,0,0,0,0,0,0,2,0,6,0
adaptable,1,0,0,0,0,0,0,0,0,0
length,0,0,0,0,0,0,10,0,0,0
condition,0,0,0,0,0,0,6,0,0,0
ultimate,1,0,0,0,0,0,0,0,0,0
cryptographer,0,0,0,0,0,0,10,0,0,0
see,0,0,0,0,0,0,0,0,3,0
stake,0,0,0,0,0,0,1,0,0,0
affair,0,0,0,0,0,0,3,0,0,0
thing,0,0,0,0,0,0,4,0,0,0
certain,4,0,0,0,0,0,0,0,0,0
clandestine,1,0,0,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,1,0
territory,0,0,0,0,0,0,2,0,0,0
diplomat,0,0,0,0,0,0,1,0,0,0
everyday,2,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,6,0,0,0
learn,0,0,0,0,0,0,0,0,5,0
work,0,0,0,0,0,0,12,0,6,0
threat,0,0,0,0,0,0,3,0,0,0
protection,0,0,0,0,0,0,5,0,0,0
well,0,0,6,0,0,0,0,0,0,0
appreciate,0,0,0,0,0,0,0,0,2,0
effectively,0,0,2,0,0,0,0,0,0,0
term,0,0,0,0,0,0,13,0,0,0
derive,0,0,0,0,0,0,0,0,2,0
greek,4,0,0,0,0,0,0,0,0,0
kryptós,0,0,0,0,0,0,0,0,0,3
hide,0,0,0,0,0,0,0,0,3,0
gráphein,0,0,0,0,0,0,0,0,0,1
originally,0,0,3,0,0,0,0,0,0,0
study,0,0,0,0,0,0,1,0,2,0
later,2,0,8,0,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,6,0
legitimate,8,0,0,0,0,0,0,0,0,0
area,0,0,0,0,0,0,2,0,0,0
control,0,0,0,0,0,0,2,0,5,0
transformation,0,0,0,0,0,0,8,0,0,0
impossible,4,0,0,0,0,0,0,0,0,0
computationally,0,0,7,0,0,0,0,0,0,0
infeasible,6,0,0,0,0,0,0,0,0,0
unauthorized,1,0,0,0,0,0,0,0,0,0
duplicate,0,0,0,0,0,0,0,0,2,0
undo,0,0,0,0,0,0,0,0,3,0
analýein,0,0,0,0,0,0,0,0,0,1
loosen,0,0,0,0,0,0,0,0,1,0
untie,0,0,0,0,0,0,0,0,1,0
recover,0,0,0,0,0,0,0,0,12,0
cryptographically,0,0,2,0,0,0,0,0,0,0
secure,19,0,0,0,0,0,0,0,5,0
knowledge,0,0,0,0,0,0,6,0,0,0
lógos,0,0,0,0,0,0,0,0,0,1
mistakenly,0,0,1,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,7,0
synonym,0,0,0,0,0,0,1,0,0,0
occasionally,0,0,4,0,0,0,0,0,0,0
specialist,0,0,0,0,0,0,1,0,0,0
adopt,0,0,0,0,0,0,0,0,6,0
convention,0,0,0,0,0,0,1,0,0,0
inclusive,1,0,0,0,0,0,0,0,0,0
