word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,VERB,X
pack,0,0,0,0,0,0,0,1,0,0,0,0,3,0
van,0,0,0,0,0,0,0,6,0,0,0,0,0,0
driver,0,0,0,0,0,0,0,6,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,3,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,0,0,7,0
shock,0,0,0,0,0,0,0,0,0,0,0,0,1,0
confuse,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hop,0,0,0,0,0,0,0,0,0,0,0,0,3,0
cold,3,0,0,0,0,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mold,0,0,0,0,0,0,0,2,0,0,0,0,0,0
snow,0,0,0,0,0,0,0,3,0,0,0,0,0,0
pour,0,0,0,0,0,0,0,0,0,0,0,0,1,0
create,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scandalize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pawpsicle,0,0,0,0,0,0,0,14,0,0,0,0,0,0
mark,0,0,0,0,0,0,0,4,0,0,0,0,1,0
price,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lemming,0,0,0,0,0,0,0,4,0,0,0,0,0,0
icy,2,0,0,0,0,0,0,0,0,0,0,0,0,0
instant,0,0,0,0,0,0,0,1,0,0,0,0,0,0
frozen,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dessert,0,0,0,0,0,0,0,1,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,6,0
recycling,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bin,0,0,0,0,0,0,0,2,0,0,0,0,0,0
open,1,3,1,0,0,0,0,0,0,0,0,0,18,0
fully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bundle,0,0,0,0,0,0,0,2,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plop,0,0,0,0,0,0,0,0,0,0,0,0,1,0
construction,0,0,0,0,0,0,0,3,0,0,0,0,0,0
worker,0,0,0,0,0,0,0,3,0,0,0,0,0,0
lumber,0,0,0,0,0,0,0,1,0,0,0,0,1,0
delivery,0,0,0,0,0,0,0,1,0,0,0,0,0,0
color,0,0,0,0,0,0,0,2,0,0,0,0,0,0
wood,0,0,0,0,0,0,0,3,0,0,0,0,0,0
shrug,0,0,0,0,0,0,0,0,0,0,0,0,1,0
accept,0,0,0,0,0,0,0,0,0,0,0,0,1,0
payment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
haul,0,0,0,0,0,0,0,0,0,0,0,0,1,0
awe,0,0,0,0,0,0,0,2,0,0,0,0,0,0
share,0,0,0,0,0,0,0,1,0,0,0,0,3,0
thirty,0,0,0,0,0,0,0,0,3,0,0,0,0,0
diaper,0,0,0,0,0,0,0,1,0,0,0,0,0,0
daddy,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jokingly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bite,0,0,0,0,0,0,0,1,0,0,0,0,3,0
ciao,0,0,0,0,0,0,1,0,0,0,0,0,0,0
blare,0,0,0,0,0,0,0,0,0,0,0,0,3,0
rap,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,1,0,0,0,0,3,0
liar,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hustle,0,0,0,0,0,0,0,3,0,0,0,0,3,0
sweetheart,0,0,0,0,0,0,0,4,0,0,0,0,0,0
coolly,0,0,2,0,0,0,0,0,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,0,0,0,5,0
corner,0,0,0,0,0,0,0,5,0,0,0,0,2,0
stroll,0,0,0,0,0,0,0,0,0,0,0,0,1,0
slick,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arrest,0,0,0,0,0,0,0,3,0,0,0,0,0,0
gee,0,0,0,0,0,0,1,0,0,0,0,0,0,0
food,0,0,0,0,0,0,0,1,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,2,0,0,0,0,0,0
transport,0,0,0,0,0,0,0,0,0,0,0,0,1,0
undeclared,1,0,0,0,0,0,0,0,0,0,0,0,0,0
commerce,0,0,0,0,0,0,0,2,0,0,0,0,0,0
false,2,0,0,0,0,0,0,0,0,0,0,0,0,0
advertising,0,0,0,0,0,0,0,1,0,0,0,0,0,0
document,0,0,0,0,0,0,0,1,0,0,0,0,0,0
receipt,0,0,0,0,0,0,0,2,0,0,0,0,0,0
falsely,0,0,2,0,0,0,0,0,0,0,0,0,0,0
advertise,0,0,0,0,0,0,0,0,0,0,0,0,1,0
redwood,0,0,0,0,0,0,0,1,0,0,0,0,0,0
smugly,0,0,2,0,0,0,0,0,0,0,0,0,0,0
space,0,0,0,0,0,0,0,3,0,0,0,0,0,0
middle,0,0,0,0,0,0,0,3,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,0,0,0,0,4,0
refrain,0,0,0,0,0,0,0,0,0,0,0,0,1,0
naturally,0,0,1,0,0,0,0,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,0,0,0,1,0
choke,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reply,0,0,0,0,0,0,0,0,0,0,0,0,3,0
obviously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
story,0,0,0,0,0,0,0,2,0,0,0,0,0,0
familiar,2,0,0,0,0,0,0,0,0,0,0,0,0,0
boldly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
naïve,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hick,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grade,0,0,0,0,0,0,0,1,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,2,0,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sing,0,0,0,0,0,0,0,0,0,0,0,0,3,0
whoopsie,0,0,0,0,0,0,1,2,0,0,0,0,0,0
double,1,0,0,0,0,0,0,0,0,0,0,0,0,0
threesie,0,0,0,0,0,0,0,1,0,0,0,0,0,0
soon,0,0,3,0,0,0,0,0,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sink,0,0,0,0,0,0,0,0,0,0,0,0,2,0
emotional,2,0,0,0,0,0,0,0,0,0,0,0,0,0
literal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
squalor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bridge,0,0,0,0,0,0,0,5,0,0,0,0,0,0
choice,0,0,0,0,0,0,0,1,0,0,0,0,0,0
home,0,0,3,0,0,0,0,3,0,0,0,0,0,0
fuzzy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wuzzy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
speechless,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,0,2,0,0,0,0,0,0
careful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
warn,0,0,0,0,0,0,0,0,0,0,0,0,1,0
especially,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gut,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hustler,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sly,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wet,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cement,0,0,0,0,0,0,0,4,0,0,0,0,0,0
gooey,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sigh,0,0,0,0,0,0,0,0,0,0,0,0,7,0
dismay,0,0,0,0,0,0,0,2,0,0,0,0,0,0
obnoxiously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maybe,0,0,4,0,0,0,0,0,0,0,0,0,0,0
supervisor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
frustrated,3,0,0,0,0,0,0,0,0,0,0,0,0,0
shhhk,0,0,0,0,0,0,2,0,0,0,0,0,0,0
drag,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mat,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sad,6,0,0,0,0,0,0,0,0,0,0,0,0,0
song,0,0,0,0,0,0,0,4,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,0,0,0,2,0
radio,0,0,0,0,0,0,0,5,0,0,0,0,0,0
switch,0,0,0,0,0,0,0,1,0,0,0,0,1,0
depressing,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kitchen,0,0,0,0,0,0,0,1,0,0,0,0,0,0
microwave,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dinner,0,0,0,0,0,0,0,2,0,0,0,0,0,0
peel,0,0,0,0,0,0,0,0,0,0,0,0,2,0
single,2,0,0,0,0,0,0,0,0,0,0,0,0,0
shriveled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
droop,0,0,0,0,0,0,0,0,0,0,0,0,2,0
brrring,0,0,0,0,0,0,4,0,0,0,0,0,0,0
cell,0,0,0,0,0,0,0,8,0,0,0,0,0,0
video,0,0,0,0,0,0,0,4,0,0,0,0,0,0
upbeat,1,0,0,0,0,0,0,0,0,0,0,0,0,0
screen,0,0,0,0,0,0,0,4,0,0,0,0,0,0
complete,2,0,0,0,0,0,0,0,0,0,0,0,2,0
hope,0,0,0,0,0,0,0,0,0,0,0,0,5,0
difference,0,0,0,0,0,0,0,3,0,0,0,0,0,0
holy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peer,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sweet,4,0,0,0,0,0,0,0,0,0,0,0,0,0
heaven,0,0,0,0,0,0,1,0,0,0,0,0,0,0
backpedal,0,0,0,0,0,0,0,0,0,0,0,0,1,0
temporary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
prayer,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overjoyed,1,0,0,0,0,0,0,0,0,0,0,0,0,0
glorious,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chant,0,0,0,0,0,0,0,0,0,0,0,0,2,0
uncomfortable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,0,3,0,0,0,0,2,0
conversation,0,0,0,0,0,0,0,3,0,0,0,0,0,0
goodnight,0,0,0,0,0,0,1,0,0,0,0,0,0,0
failure,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bicker,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exhausted,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,0,0,4,0
expire,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plunk,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scribble,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tiny,12,0,0,0,0,0,0,0,0,0,0,0,0,0
windshield,0,0,0,0,0,0,0,3,0,0,0,0,0,0
hero,0,0,0,0,0,0,0,4,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,2,0,0,0,0,0,0
child,0,0,0,0,0,0,0,4,0,0,0,0,0,0
mommy,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wish,0,0,0,0,0,0,0,0,0,0,0,0,3,0
dead,5,0,0,0,0,0,0,0,0,0,0,0,0,0
uncool,1,0,0,0,0,0,0,0,0,0,0,0,0,0
salary,0,0,0,0,0,0,0,1,0,0,0,0,0,0
engine,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bang,0,0,0,0,0,0,0,0,0,0,0,0,3,0
steering,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wheel,0,0,0,0,0,0,0,3,0,0,0,0,0,0
honk,0,0,0,0,0,0,0,0,0,0,0,0,1,0
weakly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
frantic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,0,0,0,0,0,0,0,4,0,0,0,0,0,0
pound,0,0,0,0,0,0,0,0,0,0,0,0,3,0
grievance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
contest,0,0,0,0,0,0,0,0,0,0,0,0,1,0
citation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
respond,0,0,0,0,0,0,0,0,0,0,0,0,4,0
mechanically,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shop,0,0,0,0,0,0,0,3,0,0,0,0,0,0
rob,0,0,0,0,0,0,0,0,0,0,0,0,1,0
worry,0,0,0,0,0,0,0,1,0,0,0,0,1,0
carry,0,0,0,0,0,0,0,0,0,0,0,0,4,0
chase,0,0,0,0,0,0,0,1,0,0,0,0,4,0
thief,0,0,0,0,0,0,0,1,0,0,0,0,0,0
law,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cottontail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
screech,0,0,0,0,0,0,0,0,0,0,0,0,3,0
patrol,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rhinoceros,0,0,0,0,0,0,0,1,0,0,0,0,0,0
slide,0,0,0,0,0,0,0,0,0,0,0,0,3,0
dib,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pursuit,0,0,0,0,0,0,0,1,0,0,0,0,0,0
duck,0,0,0,0,0,0,0,0,0,0,0,0,3,0
community,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gate,0,0,0,0,0,0,0,6,0,0,0,0,1,0
forcefully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rodent,0,0,0,0,0,0,0,3,0,0,0,0,0,0
school,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bus,0,0,0,0,0,0,0,2,0,0,0,0,0,0
swerve,0,0,0,0,0,0,0,0,0,0,0,0,1,0
avoid,0,0,0,0,0,0,0,0,0,0,0,0,2,0
fly,0,0,0,0,0,0,0,3,0,0,0,0,1,0
skyward,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mid,1,0,0,0,0,0,0,1,0,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,0,0,0,0,3,0
disaster,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cheer,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gently,0,0,3,0,0,0,0,0,0,0,0,0,0,0
tip,0,0,0,0,0,0,0,0,0,0,0,0,1,0
struggle,0,0,0,0,0,0,0,0,0,0,0,0,6,0
bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1
voyage,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flatfoot,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chuckle,0,0,0,0,0,0,0,1,0,0,0,0,3,0
fast,2,0,3,0,0,0,0,0,0,0,0,0,0,0
able,1,0,0,0,0,0,0,0,0,0,0,0,0,0
barrel,0,0,0,0,0,0,0,0,0,0,0,0,1,0
midst,0,0,0,0,0,0,0,1,0,0,0,0,0,0
copper,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yank,0,0,0,0,0,0,0,0,0,0,0,0,4,0
fling,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bounce,0,0,0,0,0,0,0,0,0,0,0,0,2,0
shrew,0,0,0,0,0,0,0,8,0,0,0,0,0,0
department,0,0,0,0,0,0,0,2,0,0,0,0,0,0
store,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leopard,0,0,0,0,0,0,0,1,0,0,0,0,0,0
print,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jegging,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fashionable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
terror,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aaaaaaaaaaagh,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,0,1,0,0,0,0,0,0
awww,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gratefully,0,0,2,0,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,0,3,0,0,0,0,0,0
trap,0,0,0,0,0,0,0,1,0,0,0,0,3,0
stuck,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hopp,0,0,0,0,0,0,0,8,0,0,0,0,0,0
principal,0,0,0,0,0,0,0,1,0,0,0,0,0,0
office,0,0,0,0,0,0,0,8,0,0,0,0,0,0
review,0,0,0,0,0,0,0,0,0,0,0,0,2,0
report,0,0,0,0,0,0,0,1,0,0,0,0,1,0
abandon,0,0,0,0,0,0,0,0,0,0,0,0,2,0
post,0,0,0,0,0,0,0,2,0,0,0,0,0,0
incite,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scurry,1,0,0,0,0,0,0,0,0,0,0,0,0,0
reckless,1,0,0,0,0,0,0,0,0,0,0,0,0,0
endangerment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0
master,0,0,0,0,0,0,0,1,0,0,0,0,0,0
moldy,2,0,0,0,0,0,0,0,0,0,0,0,0,0
onion,0,0,0,0,0,0,0,3,0,0,0,0,0,0
straight,0,0,3,0,0,0,0,0,0,0,0,0,0,0
confiscate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
crook,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
disagree,0,0,0,0,0,0,0,0,0,0,0,0,1,0
crocus,0,0,0,0,0,0,0,1,0,0,0,0,0,0
varietal,0,0,0,0,0,0,0,1,0,0,0,0,0,0
holicithia,0,0,0,0,0,0,0,2,0,0,0,0,0,0
botanical,0,0,0,0,0,0,0,1,0,0,0,0,0,0
family,0,0,0,0,0,0,0,8,0,0,0,0,0,0
plant,0,0,0,0,0,0,0,2,0,0,0,0,0,0
husbandry,0,0,0,0,0,0,0,1,0,0,0,0,0,0
put,0,0,0,0,0,0,0,0,0,0,0,0,4,0
intercom,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cartoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0
musical,1,0,0,0,0,0,0,0,0,0,0,0,0,0
insipid,1,0,0,0,0,0,0,0,0,0,0,0,0,0
magically,0,0,1,0,0,0,0,0,0,0,0,0,0,0
true,2,0,0,0,0,0,0,0,0,0,0,0,0,0
female,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otter,0,0,0,0,0,0,0,15,0,0,0,0,0,0
barge,0,0,0,0,0,0,0,0,0,0,0,0,1,0
trail,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wheeze,0,0,0,0,0,0,0,0,0,0,0,0,1,0
minute,0,0,0,0,0,0,0,2,0,0,0,0,0,0
plead,0,0,0,0,0,0,0,0,0,0,0,0,1,0
super,1,0,1,0,0,0,0,0,0,0,0,0,0,0
slippery,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pant,0,0,0,0,0,0,0,0,0,0,0,0,1,0
husband,0,0,0,0,0,0,0,2,0,0,0,0,0,0
missing,2,0,0,0,0,0,0,0,0,0,0,0,0,0
florist,0,0,0,0,0,0,0,2,0,0,0,0,0,0
beautiful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
detective,0,0,0,0,0,0,0,1,0,0,0,0,0,0
busy,3,0,0,0,0,0,0,0,0,0,0,0,0,0
calm,0,0,0,0,0,0,0,0,0,0,0,0,1,0
keep,0,0,0,0,0,0,0,0,0,0,0,0,3,0
concern,0,0,0,0,0,0,0,1,0,0,0,0,1,0
disappearance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
explode,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tightly,0,0,3,0,0,0,0,0,0,0,0,0,0,0
bless,0,0,0,0,0,0,0,0,0,0,0,0,2,0
relieved,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grunt,0,0,0,0,0,0,0,0,0,0,0,0,3,0
usher,0,0,0,0,0,0,0,0,0,0,0,0,2,0
furious,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fire,0,0,0,0,0,0,0,0,0,0,0,0,2,0
insubordination,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delusion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grandeur,0,0,0,0,0,0,0,1,0,0,0,0,0,0
texte,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jazzed,1,0,0,0,0,0,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,0,0,5,0
glue,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hall,0,0,0,0,0,0,0,4,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,0,1,0
resign,0,0,0,0,0,0,0,0,0,0,0,0,1,0
suggest,0,0,0,0,0,0,0,0,0,0,0,0,1,0
splendid,1,0,0,0,0,0,0,0,0,0,0,0,0,0
retrieve,0,0,0,0,0,0,0,0,0,0,0,0,1,0
folder,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jaw,0,0,0,0,0,0,0,2,0,0,0,0,0,0
piece,0,0,0,0,0,0,0,6,0,0,0,0,0,0
paper,0,0,0,0,0,0,0,2,0,0,0,0,0,0
yikes,0,0,0,0,0,0,1,0,0,0,0,0,0,0
witness,0,0,0,0,0,0,0,2,0,0,0,0,0,0
computer,0,0,0,0,0,0,0,2,0,0,0,0,0,0
system,0,0,0,0,0,0,0,4,0,0,0,0,0,0
resource,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stake,0,0,0,0,0,0,0,0,0,0,0,0,1,0
career,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crack,0,0,0,0,0,0,0,1,0,0,0,0,3,0
crumb,0,0,0,0,0,0,0,3,0,0,0,0,0,0
picture,0,0,0,0,0,0,0,11,0,0,0,0,0,0
sighting,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camera,0,0,0,0,0,0,0,7,0,0,0,0,0,0
blow,0,0,0,0,0,0,0,0,0,0,0,0,2,0
squint,0,0,0,0,0,0,0,0,0,0,0,0,2,0
unable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
borrow,0,0,0,0,0,0,0,0,0,0,0,0,1,0
soda,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bottle,0,0,0,0,0,0,0,1,0,0,0,0,0,0
magnify,0,0,0,0,0,0,0,0,0,0,0,0,1,0
image,0,0,0,0,0,0,0,2,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,0,0,0,0,2,0
thoughtfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
murder,0,0,0,0,0,0,0,1,0,0,0,0,0,0
weapon,0,0,0,0,0,0,0,3,0,0,0,0,0,0
incident,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stroller,0,0,0,0,0,0,0,6,0,0,0,0,0,0
smirk,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fake,2,0,0,0,0,0,0,0,0,0,0,0,0,0
humor,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cone,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wake,0,0,0,0,0,0,0,0,0,0,0,0,1,0
important,5,0,0,0,0,0,0,0,0,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,0,0,2,0
eyebrow,0,0,0,0,0,0,0,2,0,0,0,0,0,0
buck,0,0,0,0,0,0,0,2,0,0,0,0,0,0
money,0,0,0,0,0,0,0,2,0,0,0,0,0,0
fine,6,0,0,0,0,0,0,0,0,0,0,0,0,0
boot,0,0,0,0,0,0,0,1,0,0,0,0,1,0
lock,0,0,0,0,0,0,0,3,0,0,0,0,5,0
amuse,0,0,0,0,0,0,0,0,0,0,0,0,1,0
felony,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evasion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
decade,0,0,0,0,0,0,0,1,0,0,0,0,0,0
times,0,0,0,0,1,0,0,0,0,0,0,0,0,0
million,0,0,0,0,0,0,0,0,1,0,0,0,0,0
multiply,0,0,0,0,0,0,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,0,0,0,0,0,0,1,0
form,0,0,0,0,0,0,0,4,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unfortunately,0,0,1,0,0,0,0,0,0,0,0,0,0,0
federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
punishable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offense,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jail,0,0,0,0,0,0,0,3,0,0,0,0,0,0
shaped,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,0,0,0,0,0,0,0,17,0,0,0,0,0,0
button,0,0,0,0,0,0,0,5,0,0,0,0,0,0
recording,0,0,0,0,0,0,0,1,0,0,0,0,0,0
speaker,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cooperate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
investigation,0,0,0,0,0,0,0,3,0,0,0,0,0,0
prison,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cafeteria,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grin,0,0,0,0,0,0,0,0,0,0,0,0,3,0
hysterically,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fun,2,0,0,0,0,0,0,1,0,0,0,0,0,0
fuzz,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pat,0,0,0,0,0,0,0,0,0,0,0,0,1,0
passenger,0,0,0,0,0,0,0,1,0,0,0,0,0,0
exactly,0,0,3,0,0,0,0,0,0,0,0,0,0,0
boss,0,0,0,0,0,0,0,2,0,0,0,0,0,0
scent,0,0,0,0,0,0,0,3,0,0,0,0,0,0
incense,0,0,0,0,0,0,0,1,0,0,0,0,0,0
waft,0,0,0,0,0,0,0,0,0,0,0,0,1,0
yak,0,0,0,0,0,0,0,2,0,0,0,0,0,0
meditation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
buzz,0,0,0,0,0,0,0,0,0,0,0,0,4,0
unshowered,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oooooooohmmmmm,0,0,0,0,0,0,2,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pause,0,0,0,0,0,0,0,1,0,0,0,0,1,0
